N° de transaction;Bon de sortie;Type de transaction;Date de sortie;Code article;Description de l'article;Famille d'article;CAv de l'article;Code analytique;Famille de machine;Type d'organe principal;Quantité sortie;Unité ;PUMP de l'article;Montant total en devise de base;Devise de base;Montant total en devise du magasin;Devise du magasin;Magasin source;Casier source;CIS du magasin source;Direction du magasin source;Magasin destinataire;CIS du magasin destinataire;Direction du magasin destinataire;N° d'OT destinataire;Description de l'OT;Demandeur de la pièce;Chantier de l'OT;Parc de l'OT ;CIS de l'OT;Statut OT;RO Number OT;Date debut OT;Date achèvement OT;Origine Composant;Direction de l'OT ;Composant;Equipement de l'OT;Type de l'OT;Sous-classe;Famille ;Département ;Propriété ;Organisation du magasin source;Commentaire
28597;28565;Retour d'article;28/08/2014;CA1R0735;ÉLÉMENT DE FILTRE À HUILE EF / FILTER ELEMENT;CA;602237;011;ED00;;-4;U;15625,04;-62500,15;XOF;-128,31;USD;M1-D;PS8;P20077;MINES;M1-D;;;13749;82 CL507 RO2179 ROTATION UNIT;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;01/06/2014;31/07/2014;;MINES;;CL507;R1;CL;CL06;PRODUCTION;GKTSA;GEO-MINES;
28597;28565;Retour d'article;28/08/2014;CA1R0749;FILTRE A CARBURANT HAUTE EFF / FILTER-FUEL HI;CA;602237;011;ED00;;-2;U;9028,98;-18057,97;XOF;-37,07;USD;M1-D;PS7;P20077;MINES;M1-D;;;13749;82 CL507 RO2179 ROTATION UNIT;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;01/06/2014;31/07/2014;;MINES;;CL507;R1;CL;CL06;PRODUCTION;GKTSA;GEO-MINES;
29649;004956;Retour d'article;10/09/2014;CA8T4224;RONDELLE DURE / WASHER-HARD : 8.8X16X2-MM THK;CA;602237;013;ED00;;-12;U;112,02;-1344,25;XOF;-2,76;USD;MB-D;DISPATCHE;P20077;MINES;MB-D;;;14342;21 JM524 RO2182 TRANSMISSION;H.JOSE;P20080;PARCMIN-RAL1;000140;Clôturé-;;14/11/2014;14/11/2014;;MINES;;JM524;R1;JM;JM00;PRODUCTION;RAL;GEO-MINES;
28597;28565;Retour d'article;28/08/2014;CA3261642;FILTRE SEPARATEUR EAU & CARB / FILTER AS-WATE;CA;602237;011;ED00;;-2;U;15477,37;-30954,74;XOF;-63,55;USD;M1-D;PS8;P20077;MINES;M1-D;;;13749;82 CL507 RO2179 ROTATION UNIT;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;01/06/2014;31/07/2014;;MINES;;CL507;R1;CL;CL06;PRODUCTION;GKTSA;GEO-MINES;
19384;001229;Retour d'article;14/04/2014;CA1R1808;FILTRE A HUILE MOTEUR / FILTER-ENGINE OIL ADV;CA;602237;011;ED00;;-2;U;15889,93;-31779,87;XOF;-65,24;USD;M1-D;PS6;P20077;MINES;M1-D;;;14677;MAINTENANCE 1000H GOD HL6M annulé;N.SOW;P20080;PARCMIN-GMS;000140;Clôturé-;;15/04/2014;15/04/2014;;MINES;;AC020;E1;AC;AC05;AUXILIAIRE;GKTSA;GEO-MINES;
32547;000317;Retour d'article;21/10/2014;CA8E4539;COIN DE LAME DROIT / END BIT RIGHT;CA;602237;012;ED00;;-2;U;221791,79;-443583,57;XOF;-676,02;EUR;M1-E;PARCD9R;P20077;MINES;M1-E;;;15976;OT permanent : Transfert PDR vers Morila (Ex CR557);K.TASIOULAS;P20080;;000140;Ouvert-;;;;;MINES;;ATCH-000144;STE1;;;*;;GEO-MINES;
20133;02493;Retour d'article;24/04/2014;CA5P1076;RONDELLE DURE 13,5 x 30 x 4  / WASHER-HARD 13.5X30X4MM THK;CA;602237;016;ED00;;-2;U;416,52;-833,03;XOF;-1,71;USD;M1-D;14D4;P20077;MINES;M1-D;;;CL5052014STR2P20080;OT permanent : machine CL505 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;;07/06/2021;;MINES;;CL505;STR2;CL;CL08;PRODUCTION;GKTSA;GEO-MINES;
20135;02493;Retour d'article;24/04/2014;CA5P1076;RONDELLE DURE 13,5 x 30 x 4  / WASHER-HARD 13.5X30X4MM THK;CA;602237;016;ED00;;-6;U;519;-3114;XOF;-4,75;EUR;M1-E;14D4;P20077;MINES;M1-E;;;CL5052014STR2P20080;OT permanent : machine CL505 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;;07/06/2021;;MINES;;CL505;STR2;CL;CL08;PRODUCTION;GKTSA;GEO-MINES;
21248;004516;Retour d'article;12/05/2014;CA1R1808;FILTRE A HUILE MOTEUR / FILTER-ENGINE OIL ADV;CA;602237;011;ED00;;-1;U;15889,93;-15889,93;XOF;-32,62;USD;M1-D;PS6;P20077;MINES;M1-D;;;AC0492014STR2P20080;OT permanent : machine AC049 sur chantier P20080;Y.DIARRA ;P20080;PARCMIN-GMS;000140;Ouvert-;;;;;MINES;;AC049;STR2;AC;AC05;AUXILIAIRE;GKTSA;GEO-MINES;
20151;004133;Retour d'article;24/04/2014;CA5P1076;RONDELLE DURE 13,5 x 30 x 4  / WASHER-HARD 13.5X30X4MM THK;CA;602237;016;ED00;;-6;U;519;-3114;XOF;-4,75;EUR;M1-E;14D4;P20077;MINES;M1-E;;;DK5232014STR2P20080;OT permanent : machine DK523 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Ouvert-;;;;;MINES;;DK523;STR2;DK;DK03;PRODUCTION;GKTSA;GEO-MINES;
36496;003797;Retour d'article;24/12/2014;CA1844395;GUIDE / GUIDE;CA;602237;016;ED00;;-8;U;13676,1;-109408,82;XOF;-166,74;EUR;M1-E;00E.SOL;P20077;MINES;M1-E;;;ED5082014STE2P20080;OT permanent : machine ED508 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/04/2020;30/04/2020;;MINES;;ED508;STE2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
30883;000327;Retour d'article;26/09/2014;CA2J3507;ECROU / NUT-FULL : 1X8-THD;CA;602237;012;ED00;;-14;U;602;-8427,95;XOF;-12,84;EUR;M1-E;00F.SOL;P20077;MINES;M1-E;;;ED5092014STU1P20080;OT permanent : machine ED509 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;31/01/2019;31/01/2019;;MINES;;ED509;STU1;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
21350;004762;Retour d'article;13/05/2014;CA1R1808;FILTRE A HUILE MOTEUR / FILTER-ENGINE OIL ADV;CA;602237;011;ED00;;-1;U;15899,38;-15899,38;XOF;-32,64;USD;M1-D;PS6;P20077;MINES;M1-D;;;AC0482014STE1P20080;OT permanent : machine AC048 sur chantier P20080;O.KEITA;P20080;PARCMIN-GMS;000140;Ouvert-;;;;;MINES;;AC048;STE1;AC;AC05;AUXILIAIRE;GMS;GEO-MINES;
32713;0002484;Retour d'article;23/10/2014;CA9W7043;LAME D'ATTAQUE / CUTTING EDGE;CA;602237;012;ED00;;-1;U;302280,8;-302280,8;XOF;-460,68;EUR;M1-E;PARC834;P20077;MINES;M1-E;;;ED5082014STE2P20080;OT permanent : machine ED508 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/04/2020;30/04/2020;;MINES;;ED508;STE2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
28689;28111;Retour d'article;29/08/2014;CA6V1728;BOULON DE CHENILLE MAILLON D / BOLT-TRACK MASTER 1-14X5.83-;CA;602237;016;ED00;;-2;U;3940;-7880;XOF;-16,18;USD;M1-D;00C3;P20077;MINES;M1-D;;;ED5092014STE2P20080;OT permanent : machine ED509 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;31/01/2019;31/01/2019;;MINES;;ED509;STE2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
30809;000539;Retour d'article;25/09/2014;CA5P1076;RONDELLE DURE 13,5 x 30 x 4  / WASHER-HARD 13.5X30X4MM THK;CA;602237;016;ED00;;-23;U;433,47;-9969,88;XOF;-20,47;USD;MB-D;DISPATCHE;P20077;MINES;MB-D;;;ED5092014STR2P20080;OT permanent : machine ED509 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;31/01/2019;31/01/2019;;MINES;;ED509;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
31609;002484;Retour d'article;08/10/2014;CA4T5501;DENT / TIP A NE PLUS COMMANDER;CA;602237;012;ED00;;-36;U;40052,18;-1441878,41;XOF;-2197,42;EUR;M1-E;PARCD10T;P20077;MINES;M1-E;;;ED5082014STE2P20080;OT permanent : machine ED508 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/04/2020;30/04/2020;;MINES;;ED508;STE2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
28597;28565;Retour d'article;28/08/2014;CA1R1808;FILTRE A HUILE MOTEUR / FILTER-ENGINE OIL ADV;CA;602237;011;ED00;;-4;U;15918,85;-63675,39;XOF;-130,73;USD;M1-D;PS6;P20077;MINES;M1-D;;;13749;82 CL507 RO2179 ROTATION UNIT;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;01/06/2014;31/07/2014;;MINES;;CL507;R1;CL;CL06;PRODUCTION;GKTSA;GEO-MINES;
28597;28565;Retour d'article;28/08/2014;CA1R0719;ÉLÉMENT DE FILTRE À HUILE EF / FILTER ELEMENT;CA;602237;011;ED00;;-4;U;6826,77;-27307,08;XOF;-56,06;USD;M1-D;PS7;P20077;MINES;M1-D;;;13749;82 CL507 RO2179 ROTATION UNIT;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;01/06/2014;31/07/2014;;MINES;;CL507;R1;CL;CL06;PRODUCTION;GKTSA;GEO-MINES;
28597;28565;Retour d'article;28/08/2014;CA1R0722;ÉLÉMENT DE FILTRE À HUILEEFF / FILTER ELEMENT;CA;602237;011;ED00;;-2;U;11352,33;-22704,65;XOF;-46,61;USD;M1-D;6G1.SOL;P20077;MINES;M1-D;;;13749;82 CL507 RO2179 ROTATION UNIT;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;01/06/2014;31/07/2014;;MINES;;CL507;R1;CL;CL06;PRODUCTION;GKTSA;GEO-MINES;
30883;000327;Retour d'article;26/09/2014;CA4J9208;BOULON A TETE FRAISEE / BOLT-PLOW : 1-8 X 3.5 IN;CA;602237;012;ED00;;-14;U;688,75;-9642,57;XOF;-14,7;EUR;M1-E;00B.SOL;P20077;MINES;M1-E;;;ED5092014STU1P20080;OT permanent : machine ED509 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;31/01/2019;31/01/2019;;MINES;;ED509;STU1;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
26011;003539;Retour d'article;15/07/2014;CA1303281;PREFILTRE A CYCLONE / PRECLEANER AS AIR TURBI;CA;602237;011;ED00;;-1;U;211793,07;-211793,07;XOF;-434,81;USD;M1-D;PS4;P20077;MINES;M1-D;;;ED5112014STR2P20080;OT permanent : machine ED511 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;20/11/2019;20/11/2019;;MINES;;ED511;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
23150;003423;Retour d'article;09/06/2014;CA1311651;BOUCHON DE GALET / CAP AS-TRACK ROLLER;CA;602237;016;ED00;;-14;U;15442;-216188;XOF;-329,47;EUR;M1-E;00D3;P20077;MINES;M1-E;;;ED5122014STU1P20080;OT permanent : machine ED512 sur chantier P20080;Y.TILEUK;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED512;STU1;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
20144;001407;Retour d'article;24/04/2014;CA1844395;GUIDE / GUIDE;CA;602237;016;ED00;;-8;U;37365,85;-298926,83;XOF;-613,7;USD;M1-D;00E.SOL;P20077;MINES;M1-D;;;ED5132014STE2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STE2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
30883;000327;Retour d'article;26/09/2014;CA5P8250;RONDELLE / WASHER : 28X49X5-MM THK;CA;602237;012;ED00;;-14;U;562,99;-7881,82;XOF;-12,01;EUR;M1-E;00A3;P20077;MINES;M1-E;;;ED5092014STU1P20080;OT permanent : machine ED509 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;31/01/2019;31/01/2019;;MINES;;ED509;STU1;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
36504;003680;Retour d'article;24/12/2014;CA1303281;PREFILTRE A CYCLONE / PRECLEANER AS AIR TURBI;CA;602237;011;ED00;;-1;U;211793,07;-211793,07;XOF;-434,81;USD;MB-D;DISPATCHE;P20077;MINES;MB-D;;;ED5142014STR2P20080;OT permanent : machine ED514 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/11/2019;30/11/2019;;MINES;;ED514;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
32615;000172;Retour d'article;22/10/2014;CA3227616;FLEXIBLE / HOSE;CA;602237;013;ED00;;-2;U;15936,23;-31872,46;XOF;-65,43;USD;M1-D;13D1.1;P20077;MINES;M1-D;;;JM5252014STR2P20080;OT permanent : machine JM525 sur chantier P20080/Decommissioned ;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;;08/11/2020;;MINES;;JM525;STR2;JM;JM00;PRODUCTION;GKTSA;GEO-MINES;
21333;004767;Retour d'article;13/05/2014;CA1R1808;FILTRE A HUILE MOTEUR / FILTER-ENGINE OIL ADV;CA;602237;011;ED00;;-2;U;15899,38;-31798,76;XOF;-65,28;USD;M1-D;PS6;P20077;MINES;M1-D;;;JM5602014STE1P20080;OT permanent : machine JM560 sur chantier P20080;M.SANOGO;P20080;PARCMIN-RAL1;000140;Ouvert-;;;;;MINES;;JM560;STE1;JM;JM00;PRODUCTION;GKTSA;GEO-MINES;
20147;004114;Retour d'article;24/04/2014;CA6T1140;BOULON DE SUPPORT DE GALET / BOLT-ROLLER MOUN;CA;602237;016;ED00;;-4;U;1432,04;-5728,17;XOF;-11,76;USD;M1-D;00A4;P20077;MINES;M1-D;;;ED5142014STR2P20080;OT permanent : machine ED514 sur chantier P20080;M.SANOGO;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/11/2019;30/11/2019;;MINES;;ED514;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
20147;004114;Retour d'article;24/04/2014;CA1311651;BOUCHON DE GALET / CAP AS-TRACK ROLLER;CA;602237;016;ED00;;-1;U;18001,59;-18001,59;XOF;-36,96;USD;M1-D;00D3;P20077;MINES;M1-D;;;ED5142014STR2P20080;OT permanent : machine ED514 sur chantier P20080;M.SANOGO;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/11/2019;30/11/2019;;MINES;;ED514;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
30882;000327;Sortie d'article;26/09/2014;CA5P8250;RONDELLE / WASHER : 28X49X5-MM THK;CA;602237;012;ED00;;14;U;562,99;7881,82;XOF;12,01;EUR;M1-E;00A3;P20077;MINES;;;;ED5092014STU1P20080;OT permanent : machine ED509 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;31/01/2019;31/01/2019;;MINES;;ED509;STU1;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
28365;004830;Sortie d'article;25/08/2014;CA5P8249;RONDELLE DURE / WASHER-HARD : 24X41.5X4-MM THK;CA;602237;016;ED00;;15;U;691,61;10374,13;XOF;21,3;USD;MB-D;DISPATCHE;P20077;MINES;;;;ED5092014STU1P20080;OT permanent : machine ED509 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;31/01/2019;31/01/2019;;MINES;;ED509;STU1;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
28240;004657;Sortie d'article;20/08/2014;CA5P8249;RONDELLE DURE / WASHER-HARD : 24X41.5X4-MM THK;CA;602237;016;ED00;;40;U;691,61;27664,36;XOF;56,79;USD;MB-D;DISPATCHE;P20077;MINES;;;;ED5092014STU1P20080;OT permanent : machine ED509 sur chantier P20080;M.SANOGO;P20080;PARCMIN-RAL1;000140;Clôturé-;;31/01/2019;31/01/2019;;MINES;;ED509;STU1;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
28704;000825;Sortie d'article;29/08/2014;CA1122471;LAME / EDGE-CUTTING;CA;602237;012;ED00;;2;U;163961,09;327922,18;XOF;673,22;USD;M1-D;PARCD9R;P20077;MINES;;;;ED5132014STE2P20080;OT permanent : machine ED513 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STE2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
22504;003690;Sortie d'article;29/05/2014;CA1122471;LAME / EDGE-CUTTING;CA;602237;012;ED00;;2;U;163961,09;327922,18;XOF;673,22;USD;M1-D;PARCD9R;P20077;MINES;;;;ED5132014STE2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STE2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
31896;000664;Sortie d'article;13/10/2014;CA7X7927;BANDE / TAPE : CM;CA;602237;012;ED00;;244;U;19,48;4753,59;XOF;9,76;USD;MB-D;DISPATCHE;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
31896;000664;Sortie d'article;13/10/2014;CA7X7928;BANDE / TAPE : CM;CA;602237;012;ED00;;244;U;19,48;4753,59;XOF;9,76;USD;MB-D;DISPATCHE;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
31896;000664;Sortie d'article;13/10/2014;CA7X7929;BANDE / TAPE :CM;CA;602237;012;ED00;;244;U;19,48;4753,59;XOF;9,76;USD;MB-D;DISPATCHE;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
31896;000664;Sortie d'article;13/10/2014;CA7X7930;BANDE / TAPE :CM;CA;602237;012;ED00;;244;U;19,48;4753,59;XOF;9,76;USD;MB-D;DISPATCHE;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
24860;00814;Sortie d'article;30/06/2014;CA8M4433;JOINT TORIQUE / SEAL O RING;CA;602237;013;ED00;;4;U;1595;6380;XOF;13,1;USD;M1-D;4F3;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
36710;004358;Sortie d'article;29/12/2014;CA8M4433;JOINT TORIQUE / SEAL O RING;CA;602237;013;ED00;;12;U;1563,43;18761,11;XOF;38,52;USD;M1-D;4F3;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;A.CISSE;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
31896;000664;Sortie d'article;13/10/2014;CA8H9204;RONDELLES / WASHER;CA;602237;013;ED00;;25;U;793,89;19847,23;XOF;40,75;USD;MB-D;DISPATCHE;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
31256;000459;Sortie d'article;01/10/2014;CA8T1757;ECROU / NUT;CA;602237;014;ED00;Consommables;4;U;380;1520;XOF;3,12;USD;M1-D;14F5;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
35975;003851;Sortie d'article;17/12/2014;CA8S4755;BOULON / BOLT;CA;602237;016;ED00;;4;U;1451,4;5805,62;XOF;11,92;USD;MB-D;DISPATCHE;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
36169;003922;Sortie d'article;19/12/2014;CA9X4586;JOINT / SEAL A;CA;602237;013;ED00;;2;U;271164;542328;XOF;826,51;EUR;MB-E;DISPATCHE;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;H.JOSE;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
32066;000803;Sortie d'article;14/10/2014;CA9L6130;JEU DE COURROIES / VEE BELT SET;CA;602237;013;ED00;;1;U;25764,87;25764,87;XOF;52,9;USD;M1-D;M1M1A;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
31822;000669;Sortie d'article;12/10/2014;CA9L6130;JEU DE COURROIES / VEE BELT SET;CA;602237;013;ED00;;1;U;25764,87;25764,87;XOF;52,9;USD;M1-D;M1M1A;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
26072;001134;Sortie d'article;16/07/2014;CA9L6130;JEU DE COURROIES / VEE BELT SET;CA;602237;013;ED00;;1;U;25759,42;25759,42;XOF;52,88;USD;M1-D;M1M1A;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
27496;003403;Sortie d'article;06/08/2014;CA9L6130;JEU DE COURROIES / VEE BELT SET;CA;602237;013;ED00;;1;U;25759,42;25759,42;XOF;52,88;USD;M1-D;M1M1A;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
35975;003851;Sortie d'article;17/12/2014;CA9P7823;COUVERCLE / COVER;CA;602237;016;ED00;;2;U;67914,05;135828,1;XOF;278,86;USD;MB-D;DISPATCHE;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;N.SOW;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
21141;004532;Sortie d'article;12/05/2014;CA2H6124;JOINT TORIQUE / SEAL-O-RING;CA;602237;013;ED00;;2;U;2481,53;4963,06;XOF;10,19;USD;M1-D;4C6;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;Y.TILEUK;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
31931;000744;Sortie d'article;13/10/2014;CA2K4973;ÉCROU FREIN 3/8 x 16 THD / LOCKNUT 3/8-16-THD;CA;602237;013;ED00;;1;U;165,19;165,19;XOF;0,25;EUR;M1-E;14G3;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
34766;002600;Sortie d'article;25/11/2014;CA2S8439;SEAL O RING;CA;602237;013;ED00;;2;U;2065,34;4130,67;XOF;8,48;USD;M1-D;4A1;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
27496;003403;Sortie d'article;06/08/2014;CA3167251;ALTERNATEUR (ENSEMBLE) 24 V  / ALTERNATOR GP-CHARGING 24-VO;CA;602237;013;ED00;;1;U;691160,87;691160,87;XOF;1418,95;USD;M1-D;00G1;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
19697;003458;Sortie d'article;17/04/2014;CA3086335;MOTEUR ÉLECTRIQUE VENTILATEU / MOTOR GP-ELECTRIC  CONDENSER;CA;602237;013;ED00;;1;U;98875,73;98875,73;XOF;202,99;USD;MB-D;DISPATCH;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
27493;003279;Sortie d'article;06/08/2014;CA7C3938;POULIE / PULLEY;CA;602237;013;ED00;;1;U;81071;81071;XOF;166,44;USD;M1-D;6E4;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
29479;004909;Sortie d'article;09/09/2014;CA7C3938;POULIE / PULLEY;CA;602237;013;ED00;;4;U;96601,21;386404,85;XOF;793,29;USD;MB-D;DISPATCHE;P20077;MINES;;;;ED5132014STR2P20080;OT permanent : machine ED513 sur chantier P20080;O.KEITA;P20080;PARCMIN-RAL1;000140;Clôturé-;;30/03/2020;30/03/2020;;MINES;;ED513;STR2;ED;ED00;PRODUCTION;GKTSA;GEO-MINES;
