Propriétaire;Groupe;Modèle;Matériel;Compteur total;Année;Mois;Heure du mois;Unité
BARRICK;Large dozers;D8R;EC308;24210;2010;1;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2010;2;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2010;3;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2010;4;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2010;5;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2010;6;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2010;7;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2010;8;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2010;9;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2010;10;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2010;11;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2010;12;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2011;1;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2011;2;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2011;3;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2011;4;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2011;5;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2011;6;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2011;7;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2011;8;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2011;9;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2011;10;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2011;11;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2011;12;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2012;1;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2012;2;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2012;3;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2012;4;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2012;5;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2012;6;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2012;7;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2012;8;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2012;9;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2012;10;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2012;11;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2012;12;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2013;1;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2013;2;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2013;3;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2013;4;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2013;5;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2013;6;0;HUR
BARRICK;Large dozers;D8R;EC308;24210;2013;7;0;HUR
