Propriétaire;Groupe;Modèle;Matériel;Compteur total;Année;Mois;Heure du mois;Unité
GKTSA;Large dozers;D9;ED510;37598;2015;6;449;HUR
GKTSA;Large dozers;D9;ED510;37598;2015;7;496;HUR
GKTSA;Large dozers;D9;ED510;37598;2015;8;423;HUR
GKTSA;Large dozers;D9;ED510;37598;2015;9;399;HUR
GKTSA;Large dozers;D9;ED510;37598;2015;10;436;HUR
GKTSA;Large dozers;D9;ED510;37598;2015;11;349;HUR
GKTSA;Large dozers;D9;ED510;37598;2015;12;397;HUR
GKTSA;Large dozers;D9;ED510;37598;2016;1;397;HUR
GKTSA;Large dozers;D9;ED510;37598;2016;2;363;HUR
GKTSA;Large dozers;D9;ED510;37598;2016;3;467;HUR
GKTSA;Large dozers;D9;ED510;37598;2016;4;473;HUR
GKTSA;Large dozers;D9;ED510;37598;2016;5;320;HUR
GKTSA;Large dozers;D9;ED510;37598;2016;6;459;HUR
GKTSA;Large dozers;D9;ED510;37598;2016;7;364;HUR
GKTSA;Large dozers;D9;ED510;37598;2016;8;217;HUR
GKTSA;Large dozers;D9;ED510;37598;2016;9;351;HUR
GKTSA;Large dozers;D9;ED510;37598;2016;10;423;HUR
GKTSA;Large dozers;D9;ED510;37598;2016;11;320;HUR
GKTSA;Large dozers;D9;ED510;37598;2016;12;515;HUR
GKTSA;Large dozers;D9;ED510;37598;2017;1;535;HUR
GKTSA;Large dozers;D9;ED510;37598;2017;2;290;HUR
GKTSA;Large dozers;D9;ED510;37598;2017;3;288;HUR
GKTSA;Large dozers;D9;ED510;37598;2017;4;305;HUR
GKTSA;Large dozers;D9;ED510;37598;2017;5;477;HUR
GKTSA;Large dozers;D9;ED510;37598;2017;6;417;HUR
GKTSA;Large dozers;D9;ED510;37598;2017;7;493;HUR
GKTSA;Large dozers;D9;ED510;37598;2017;8;441;HUR
GKTSA;Large dozers;D9;ED510;37598;2017;9;221;HUR
GKTSA;Large dozers;D9;ED510;37598;2017;10;330;HUR
GKTSA;Large dozers;D9;ED510;37598;2017;11;214;HUR
GKTSA;Large dozers;D9;ED510;37598;2017;12;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2018;1;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2018;2;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2018;3;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2018;4;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2018;5;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2018;6;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2018;7;255;HUR
GKTSA;Large dozers;D9;ED510;37598;2018;8;343;HUR
GKTSA;Large dozers;D9;ED510;37598;2018;9;358;HUR
GKTSA;Large dozers;D9;ED510;37598;2018;10;46;HUR
GKTSA;Large dozers;D9;ED510;37598;2018;11;289;HUR
GKTSA;Large dozers;D9;ED510;37598;2018;12;47;HUR
GKTSA;Large dozers;D9;ED510;37598;2019;1;186;HUR
GKTSA;Large dozers;D9;ED510;37598;2019;2;382;HUR
GKTSA;Large dozers;D9;ED510;37598;2019;3;332;HUR
GKTSA;Large dozers;D9;ED510;37598;2019;4;379;HUR
GKTSA;Large dozers;D9;ED510;37598;2019;5;378;HUR
GKTSA;Large dozers;D9;ED510;37598;2019;6;299;HUR
GKTSA;Large dozers;D9;ED510;37598;2019;7;371;HUR
GKTSA;Large dozers;D9;ED510;37598;2019;8;192;HUR
GKTSA;Large dozers;D9;ED510;37598;2019;9;338;HUR
GKTSA;Large dozers;D9;ED510;37598;2019;10;362;HUR
GKTSA;Large dozers;D9;ED510;37598;2019;11;447;HUR
GKTSA;Large dozers;D9;ED510;37598;2019;12;479;HUR
GKTSA;Large dozers;D9;ED510;37598;2020;1;465;HUR
GKTSA;Large dozers;D9;ED510;37598;2020;2;372;HUR
GKTSA;Large dozers;D9;ED510;37598;2020;3;435;HUR
GKTSA;Large dozers;D9;ED510;37598;2020;4;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2020;5;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2020;6;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2020;7;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2020;8;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2020;9;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2020;10;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2020;11;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2020;12;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2021;1;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2021;2;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2021;3;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2021;4;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2021;5;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2021;6;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2021;7;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2021;8;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2021;9;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2021;10;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2021;11;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2021;12;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2022;1;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2022;2;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2022;3;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2022;4;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2022;5;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2022;6;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2022;7;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2022;8;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2022;9;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2022;10;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2022;11;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2022;12;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2023;1;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2023;2;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2023;3;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2023;4;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2023;5;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2023;6;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2023;7;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2023;8;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2023;9;0;HUR
GKTSA;Large dozers;D9;ED510;37598;2023;10;0;HUR
